A70--Glenbrook Rd To B7031
Avenue Villas
Avon Grove
Avon Place
Avon Road
Avondale Place
Baberton Avenue
Baberton Crescent
Baberton Loan
Baberton Mains
Baberton Mains Avenue
Baberton Mains Bank
Baberton Mains Brae
Baberton Mains Court
Baberton Mains Crescent
Baberton Mains Dell
Baberton Mains Drive
Baberton Mains Gardens
Baberton Mains Green
Baberton Mains Grove
Baberton Mains Hill
Baberton Mains Lea
Baberton Mains Loan
Baberton Mains Park
Baberton Mains Place
Baberton Mains Rise
Baberton Mains Row
Baberton Mains Terrace
Baberton Mains View
Baberton Mains Way
Baberton Mains Wood
Baberton Mains Wynd
Baberton Park
Baberton Road
Baberton Square
Back Dean
Back Station Road
Backlee
Badger Neuk
Badger Way
Baileyfield Crescent
Baileyfield Road
Bailie Grove
Bailie Path
Bailie Place
Bailie Terrace
Baird Avenue
Baird Drive
Baird Gardens
Baird Grove
Baird Road
Baird Terrace
Baker Mews
Baker Wynd
Balbirnie Place
Balcarres Street
Balcomie Gardens
Balderston Gardens
Balderston Gardens North
Balfour Street
Balfron Loan
Balgreen Avenue
Balgreen Gardens
Balgreen Park
Balgreen Road
Ballantyne Place
Balmoral Place
Balmwell Avenue
Balmwell Grove
Balmwell Park
Balmwell Terrace
Balneil Place
Bangholm Avenue
Bangholm Bower Avenue
Bangholm Grove
Bangholm Loan
Bangholm Park
Bangholm Road
Bangholm Terrace
Bangholm View
Bangholm Villas
Bangor Road
Bankhead Drive
Bankhead Grove
Bankhead Road
Bannerman Cruick 
Barn Park Crescent
Barnshot Road
Barntalloch Court
Barnton Avenue
Barnton Avenue West
Barnton Brae
Barnton Gardens
Barnton Grove
Barnton Loan
Barnton Park
Barnton Park Avenue
Barnton Park Crescent
Barnton Park Dell
Barnton Park Drive
Barnton Park Gardens
Barnton Park Grove
Barnton Park Place
Barnton Park View
Barnton Park Wood
Barntongate Avenue
Barntongate Drive
Barntongate Terrace
Barnyard Park Crescent
Barnyard Park Loan
Barnyard Park Rigg
Baronscourt Road
Baronscourt Terrace
Barony Street
Barony Terrace
Bath Place
Bath Street
Bathfield
Bauld Drive
Bavelaw Gardens
Bavelaw Green
Bavelaw Road
Beach Lane
Beale Drive
Beale Green
Beauchamp Grove
Beauchamp Road
Beaufort Road
Bedford Terrace
Beechmount Crescent
Beechmount Park
Beechwood Mains
Beechwood Terrace
Belford Avenue
Belford Gardens
Belford Mews
Belford Park
Belford Place
Belford Road
Belford Road Only 32
Belford Road Only 76
Belford Terrace
Belgrave Crescent
Belgrave Crescent Lane
Belgrave Gardens
Belgrave Place
Belgrave Road
Belgrave Terrace
Bell Place
Bell's Mills
Bellenden Gardens
Bellevue Crescent
Bellevue Gardens
Bellevue Grove
Bellevue Place
Bellevue Road
Bellevue Street
Bellevue Terrace
Bellfield Lane
Bellfield Street
Bellfield Terrace
Bellrock Park
Belmont Avenue
Belmont Crescent
Belmont Drive
Belmont Gardens
Belmont Park
Belmont Road
Belmont Terrace
Belmont View
Belvedere Park
Benhar Road
Beresford Avenue
Beresford Gardens
Beresford Place
Beresford Terrace
Bernard Street
Berry Drive
Berry Way
Biggar Road
Bill Douglas Grove
Bingham Avenue
Bingham Broadway
Bingham Crescent
Bingham Crossway
Bingham Drive
Bingham Medway
Bingham Place
Bingham Way
Birch Court
Birchwood View
Blackadder Drive
Blackbarony Road
Blackburn Crag
Blackchapel Close
Blackchapel Road
Blacket Avenue
Blacket Place
Blackford Avenue
Blackford Bank
Blackford Glen Road
Blackford Hill Grove
Blackford Hill Rise
Blackford Hill View
Blackford Road
Blackie Road
Blackthorn Court
Blaeberry Gardens
Blantyre Terrace
Bleachfield
Blenheim Place
Blinkbonny Avenue
Blinkbonny Crescent
Blinkbonny Gardens
Blinkbonny Grove
Blinkbonny Grove West
Blinkbonny Road EH14
Blinkbonny Road EH4
Blinkbonny Terrace
Bluebell Terrace
Boat Green
Boathouse Bridge Road
Bogsmill Road
Bonaly Avenue
Bonaly Brae
Bonaly Crescent
Bonaly Drive
Bonaly Gardens
Bonaly Grove
Bonaly Rise
Bonaly Road
Bonaly Road
Bonaly Steading
Bonaly Terrace
Bonaly Wester
Bonnington
Bonnington Avenue
Bonnington Grove
Bonnington Road EH27
Bonnington Road EH6
Bonnington Terrace
Bonnybridge Drive
Bonnyhaugh Lane
Boothacre Cottages
Boothacre Lane
Borrowman Square
Borthwick Place
Boswall Avenue
Boswall Crescent
Boswall Drive
Boswall Gardens
Boswall Green
Boswall Grove
Boswall Loan
Boswall Parkway 1 - 67 Odd & 2 - 120 Even
Boswall Parkway 73 - 121 Odd & 122 - 216 Even
Boswall Place
Boswall Quadrant
Boswall Road
Boswall Square
Boswall Terrace
Bowbridge Crescent
Bowes Place
Bowling Green Road
Bowling Lane
Bowmont Place
Brackenridge View
Bradshaw Drive
Bradshaw Lane
Brae Park
Brae Park Road
Braeburn Drive
Braefoot Terrace
Braehead Avenue
Braehead Bank
Braehead Crescent
Braehead Drive
Braehead Grove
Braehead Loan
Braehead Park
Braehead Road
Braehead Row
Braehead View
Braid Avenue 43 - 75 Odd & 2 - 22 Even
Braid Avenue 5 - 39 Odd
Braid Crescent
Braid Farm Road
Braid Hills Approach
Braid Hills Avenue
Braid Hills Crescent
Braid Hills Drive
Braid Hills Road
Braid Mount
Braid Mount Crest
Braid Mount Rise
Braid Mount View
Braid Road
Braidburn Crescent
Braidburn Terrace
Bramble Drive
Bramdean Grove
Bramdean Place
Bramdean Rise
Bramdean View
Brand Drive
Brand Gardens
Branders Place
Breadalbane Terrace
Brewery Close
Briarbank Terrace
Brickfield
Bridge End
Bridge Place
Bridge Road EH13
Bridge Road EH14
Bridge Street Eh15
Bridge Street Eh28
Bridge Street Lane
Briery Bauks
Briggers Brae
Briggers Walk
Briggers Way
Briggers Wynd
Brighouse Park Court
Brighouse Park Crescent
Brighouse Park Cross
Brighouse Park Drive
Brighouse Park Gait
Brighouse Park Gardens
Brighouse Park Rigg
Bright Terrace
Bright's Crescent
Brighton Place
Britwell Crescent
Brock View
Brocken Brigg End
Brocken Brigg Road
Brogan Crescent
Broombank Terrace
Broomburn Grove
Broomfield Crescent
Broomhall Avenue
Broomhall Bank
Broomhall Crescent
Broomhall Drive 1 - 111 Odd
Broomhall Drive 2 - 110 Even
Broomhall Gardens
Broomhall Loan
Broomhall Park
Broomhall Place
Broomhall Road
Broomhall Terrace
Broomhouse Avenue
Broomhouse Bank
Broomhouse Cottages
Broomhouse Cottages East
Broomhouse Cottages West
Broomhouse Court
Broomhouse Crescent
Broomhouse Drive
Broomhouse Gardens
Broomhouse Gardens East
Broomhouse Gardens West
Broomhouse Grove
Broomhouse Loan
Broomhouse Market
Broomhouse Medway
Broomhouse Park
Broomhouse Path
Broomhouse Place North
Broomhouse Place South
Broomhouse Road
Broomhouse Road 204 - 220 Even
Broomhouse Road 241 - 365 Odd & 354 - 358 Even
Broomhouse Row
Broomhouse Square
Broomhouse Street North
Broomhouse Street South
Broomhouse Terrace
Broomhouse Walk
Broomhouse Way
Broomhouse Wynd
Broomlea Crescent
Broompark Road
Broomside Terrace
Broomview Path
Broomyknowe
Brosie Road
Brosie Wynd
Broughton Place
Broughton Place Lane
Broughton Road
Broughton Street
Brunstane Bank
Brunstane Crescent
Brunstane Drive
Brunstane Gardens
Brunstane Gardens Mews
Brunstane Mill Road
Brunstane Road
Brunstane Road North
Brunstane Road South
Brunswick Terrace
Bruntsfield Avenue
Bruntsfield Crescent
Bruntsfield Place
Bruntsfield Terrace
Bryce Avenue
Bryce Crescent
Bryce Place
Bryce Road
Buckingham Terrace
Buckstane Park
Buckstone Avenue
Buckstone Bank
Buckstone Circle
Buckstone Close
Buckstone Court
Buckstone Crescent
Buckstone Crook
Buckstone Dell
Buckstone Drive
Buckstone Gardens
Buckstone Gate
Buckstone Green
Buckstone Grove
Buckstone Hill
Buckstone Howe
Buckstone Lea
Buckstone Loan
Buckstone Loan East
Buckstone Neuk
Buckstone Place
Buckstone Rise
Buckstone Road
Buckstone Row
Buckstone Shaw
Buckstone Terrace
Buckstone View
Buckstone Way
Buckstone Wood
Buckstone Wynd
Bughtlin Drive
Bughtlin Gardens
Bughtlin Green
Bughtlin Loan
Bughtlin Market
Bughtlin Park
Bughtlin Place
Buie Brae
Buie Haugh
Buie Rigg
Builyeon Road
Bullfinch Row
Bullfinch Way
Burdiehouse Avenue
Burdiehouse Crescent
Burdiehouse Crossway
Burdiehouse Drive
Burdiehouse Loan
Burdiehouse Medway
Burdiehouse Place
Burdiehouse Road
Burdiehouse Square
Burdiehouse Street
Burdiehouse Terrace
Burdock Road
Burgess Road
Burgess Terrace
Burghtoft
Burnbrae
Burnbrae Avenue
Burnbrae Drive
Burnbrae Grove
Burnbrae Place
Burndale Place
Burne Cruick
Burnhead Crescent
Burnhead Grove
Burnhead Loan
Burnhead Path East
Burnhead Path West
Burns Street
Burnside
Burnside Park
Burton Place
Buteland Road
Butlaw
Byrehope Way
Byrne Crescent
C157 - Kirkliston To Burnshot
Cables Wynd
Caddell's Row
Cadogan Road
Caerketton Cottages
Caerlaverock Court
Cairnmuir Road
Cairns Drive
Cairns Gardens
Cairntows Close
Caithness Place
Caiyside
Caiystane Avenue
Caiystane Crescent
Caiystane Drive
Caiystane Gardens
Caiystane Hill
Caiystane Terrace
Caiystane View
Cakemuir Gardens
Cakemuir Grove
Calder Court
Calder Crescent
Calder Drive
Calder Gardens
Calder Grove
Calder Park
Calder Place
Calder Road 1 - 509 Odd
Calder Road 2 - 100 Even
Calder Road 298 - 370 Even
Calder Road Eh27
Calder Road Gardens
Calder View
Caledonia Drive
Calton Road
Cambridge Avenue
Cambridge Gardens
Cambridge Street
Cameron Crescent
Cameron House Avenue
Cameron March
Cameron Park
Cameron Terrace
Cameron Toll Gardens
Cammo Bank
Cammo Brae
Cammo Crescent
Cammo Gardens
Cammo Grove
Cammo Hill
Cammo Parkway
Cammo Place
Cammo Road
Cammo Tower Grove
Cammo Tower Mews
Cammo Tower view
Cammo Walk
Campbell Avenue
Campbell Park Crescent
Campbell Park Drive
Campbell Road
Campion Road
Camus Avenue
Camus Park
Camus Road East
Camus Road West
Canaan Lane
Canalside
Candlemaker Row
Candlemaker's Crescent
Candlemaker's Park
Canmore Street
Canon Street
Capelaw Road
Capella Gardens
Captain's Drive 11 - 79 Odd & 16 - 44 Even
Captain's Drive 81 - 117 Odd & 46 - 82 Even
Captain's Loan
Captain's Road
Captain's Row
Carberry Place
Carfrae Gardens
Carfrae Grove
Carfrae Park
Carfrae Road
Cargil Court
Cargil Terrace
Cargilfield View
Carlow Gardens
Carlowrie Avenue
Carlowrie Crescent
Carlton Street
Carlton Terrace
Carlton Terrace Mews
Carmel Avenue
Carmel Road
Carmelite Road
Carnbee Avenue
Carnbee Crescent
Carnbee Dell
Carnbee End
Carnbee Park
Carnethy Avenue
Caroline Gardens
Caroline Park
Caroline Place
Caroline Terrace
Carrick Knowe Avenue
Carrick Knowe Drive
Carrick Knowe Gardens
Carrick Knowe Grove
Carrick Knowe Hill
Carrick Knowe Loan
Carrick Knowe Parkway
Carrick Knowe Place
Carrick Knowe Road
Carrick Knowe Terrace
Carrie Grove
Carrington Road
Carswell Crescent
Carswell Loan
Carswell Walk
Carswell Walk
Carter Drive
Carter Mews
Casselbank Street
Cassidy Wynd
Castle Avenue
Castle Gogar Rigg
Castle Street
Castlebrae Avenue
Castlebrae Glebe
Castlebrae Grove
Castlebrae Place
Castlebrae Rigg
Castlebrae Wynd
Castlehill
Castlelaw Road
Castlepark Gait
Castlepark Glade
Castlepark Green
Castleview Avenue
Castleview Drive
Castleview Grove
Castleview Terrace
Catchilraw Drive
Catelbock Close
Catelbock Gardens
Catstane Road
Caulderhame Road
Causewayside
Cavalry Park Drive
Chalmers Buildings
Chalmers Crescent
Chamberlain Road
Chancelot Crescent
Chancelot Grove
Chapel Lane
Charterhall Grove
Charterhall Road
Cherry Tree Avenue
Cherry Tree Crescent
Cherry Tree Gardens
Cherry Tree Grove
Cherry Tree Loan
Cherry Tree Park
Cherry Tree Place
Cherry Tree View
Chesser Avenue
Chesser Cottages
Chesser Crescent
Chesser Gardens
Chesser Grove
Chesser Loan
Chester Street
Christian Crescent
Christian Grove
Christie Miller Avenue
Christie Miller Grove
Christie Miller Place
Christie Road
Church Hill
Churchhill Drive
Circus Gardens
Circus Lane
Citadel Place
Clackmae Grove
Clackmae Road
Clapper Lane
Clarebank Crescent
Claremont Bank
Claremont Crescent
Claremont Gardens
Claremont Grove
Claremont Park
Claremont Road
Clarence Street
Clarendon Crescent
Clarinda Terrace
Clark Avenue
Clark Road
Clarkson Road
Clarkson Terrace
Claverhouse Drive
Clayhills Grove
Clayhills Park
Claylands Road
Clearburn Crescent
Clearburn Gardens
Clearburn Road
Cleekim Drive
Cleekim Road
Cleghorn Road
Cleikiminfield
Cleikiminrig
Cleric's Hill
Clermiston Avenue
Clermiston Crescent
Clermiston Drive
Clermiston Gardens
Clermiston Green
Clermiston Grove
Clermiston Hill
Clermiston Loan
Clermiston Medway
Clermiston Park
Clermiston Place
Clermiston Road
Clermiston Road North
Clermiston Terrace
Clermiston View
Clerwood Bank
Clerwood Gardens
Clerwood Grove
Clerwood Loan
Clerwood Park
Clerwood Place
Clerwood Row
Clerwood Terrace
Clerwood View
Clerwood Way
Clifton Road
Cliftonhall Road
Clinton Road
Clippens Drive
Clovenstone Drive
Clovenstone Gardens
Clovenstone Park
Clover Gait
Clover Park
Clufflat
Clufflat Brae
Cluny Avenue
Cluny Drive
Cluny Gardens Even Numbers
Cluny Gardens Odd Numbers
Cluny Place
Cluny Terrace
Coates Crescent
Coates Gardens
Coates Place
Cobbler's Close
Cobden Crescent
Cobden Road
Cobden Terrace
Coburg Street
Cochran Terrace
Cochrane Place
Cockburn Crescent
Cockburnhill Road
Coillesdene Avenue
Coillesdene Crescent
Coillesdene Drive
Coillesdene Gardens
Coillesdene Grove
Coillesdene Loan
Coillesdene Terrace
Colinton Grove
Colinton Grove West
Colinton Mains Crescent
Colinton Mains Drive
Colinton Mains Gardens
Colinton Mains Green
Colinton Mains Grove
Colinton Mains Loan
Colinton Mains Place
Colinton Mains Road
Colinton Mains Terrace
Colinton Road 100 - 301 Odd & 62 - 300 Even
Colinton Road 7 - 99 Odd & 2 - 58 Even
Collier Place
Collins Place
Colmestone Gate
Coltbridge Avenue
Coltbridge Gardens
Coltbridge Millside
Coltbridge Terrace
Coltbridge Vale
Columba Avenue
Columba Road
Colville Place
Combe Cruik
Combe Road
Comely Bank
Comely Bank Grove
Comely Bank Place Mews
Comely Bank Road
Comely Bank Street
Comiston Drive
Comiston Gardens
Comiston Grove
Comiston Place
Comiston Rise
Comiston Road
Comiston Springs Avenue
Comiston View
Commercial Street
Connaught Place
Considine Gardens
Considine Terrace
Constitution Place
Constitution Street
Corbiehill Avenue
Corbiehill Crescent
Corbiehill Gardens
Corbiehill Grove
Corbiehill Park
Corbiehill Place
Corbiehill Road
Corbiehill Road 1 - 23 Odd & 2 - 28 Even
Corbiehill Road 25 - 77 Odd & 30 - 64
Corbiehill Terrace
Corbieshot
Corbiewynd
Cornfield Crescent
Cornhill Terrace
Cornwallis Place
Corrennie Drive
Corrennie Gardens
Corrigan Street
Corslet Crescent
Corslet Place
Corslet Road
Corstorphine Bank Avenue
Corstorphine Bank Drive
Corstorphine Bank Terrace
Corstorphine High Street
Corstorphine Hill Avenue
Corstorphine Hill Crescent
Corstorphine Hill Gardens
Corstorphine Hill Road
Corstorphine House Avenue
Corstorphine House Terrace
Corstorphine Park Gardens
Corstorphine Road
Corstorphine Road All Except Numbers 223, 225, 233 & 134
Corstorphine Road Only 223, 225, 233 & 134
Cotlaws
Cottage Green
Cottage Park
Coulter Crescent
Cove Crescent
Cowan Road
Cowgill Gardens
Craigcrook Avenue
Craigcrook Gardens
Craigcrook Grove
Craigcrook Park
Craigcrook Place
Craigcrook Road
Craigcrook Square
Craigcrook Terrace
Craigend Park
Craigentarrie Mews
Craigentinny Avenue
Craigentinny Avenue North
Craigentinny Crescent
Craigentinny Grove
Craigentinny Place
Craigentinny Road
Craighall Avenue
Craighall Bank
Craighall Crescent
Craighall Gardens
Craighall Road All Except Numbers 7, 87 & 99
Craighall Road Only 7, 87 & 99
Craighall Road Only 83A, B, C 
Craighall Terrace
Craighill Gardens
Craighouse Avenue
Craighouse Gardens
Craighouse Park
Craighouse Road
Craighouse Terrace
Craigievar Square
Craigievar Wynd
Craiglea Drive
Craiglea Place
Craigleith Avenue North
Craigleith Avenue South
Craigleith Bank
Craigleith Crescent
Craigleith Drive
Craigleith Gardens
Craigleith Grove
Craigleith Hill
Craigleith Hill Avenue
Craigleith Hill Crescent
Craigleith Hill Gardens
Craigleith Hill Green
Craigleith Hill Grove
Craigleith Hill Loan
Craigleith Hill Park
Craigleith Hill Row
Craigleith Rise
Craigleith Road All Even
Craigleith Road All Odd
Craigleith View
Craiglockhart Avenue
Craiglockhart Bank
Craiglockhart Crescent
Craiglockhart Dell Road
Craiglockhart Drive North
Craiglockhart Drive South
Craiglockhart Gardens
Craiglockhart Grove
Craiglockhart Loan
Craiglockhart Park
Craiglockhart Park
Craiglockhart Place
Craiglockhart Quadrant
Craiglockhart Road
Craiglockhart Road North
Craiglockhart Terrace
Craiglockhart View
Craigmillar Castle Avenue
Craigmillar Castle Gardens
Craigmillar Castle Loan
Craigmillar Castle Road
Craigmillar Park All Except 2, 4, 6, 8
Craigmillar Park Only 2, 4, 6, 8
Craigmount Avenue
Craigmount Avenue North
Craigmount Bank
Craigmount Bank West
Craigmount Brae
Craigmount Court
Craigmount Crescent
Craigmount Drive
Craigmount Gardens
Craigmount Grove
Craigmount Grove North
Craigmount Hill
Craigmount Loan
Craigmount Park
Craigmount Place
Craigmount Terrace
Craigmount View
Craigmount Way
Craigmuir Place
Craigour Avenue
Craigour Crescent
Craigour Drive
Craigour Gardens
Craigour Grove
Craigour Loan
Craigour Terrace
Craigpark Avenue
Craigpark Crescent
Craigroyston Grove
Craigroyston Place
Craigs Avenue
Craigs Bank
Craigs Crescent
Craigs Drive
Craigs Gardens
Craigs Grove
Craigs Loan
Craigs Park
Craigs Road All Except 120, 93 & 85
Craigs Road Only 120, 93 & 85
Cramond Avenue
Cramond Bank
Cramond Bridge
Cramond Brig Toll
Cramond Crescent
Cramond Gardens
Cramond Glebe Gardens
Cramond Glebe Road
Cramond Glebe Terrace
Cramond Green
Cramond Grove
Cramond Park
Cramond Place
Cramond Regis
Cramond Road North
Cramond Road South
Cramond Terrace
Cramond Vale
Cramond Village
Crarae Avenue
Craw Yard Drive
Craw Yard Place
Craw's Close
Crawford Gait
Crawford Green
Crawfurd Road
Crewe Bank
Crewe Crescent
Crewe Grove
Crewe Loan
Crewe Place
Crewe Road Gardens
Crewe Road North
Crewe Road South
Crewe Road South 15 - 23 Odd
Crewe Road South 95 - 141 Odd
Crewe Road West
Crewe Terrace
Cromwell Place
Crookston Crescent
Crosswood Avenue
Crosswood Crescent
Cullet Walk
Cumberland Street
Cumberland Street North East Lane
Cumberland Street North West Lane
Cumberland Street South East Lane
Cumberland Street South West Lane
Cumin Place
Cumlodden Avenue
Cumnor Crescent
Cunningham Square
Curriehill Castle Drive
Curriehill Road
Currievale Drive
Currievale Farm
Currievale Park
Currievale Park Grove
Custom House Place
Daiches Braes
Daisy Terrace
Dalhousie Terrace
Dalkeith Road Even Numbers
Dalkeith Road Mews
Dalkeith Road Odd Numbers
Dalkeith Street
Dalmahoy
Dalmahoy Crescent
Dalmahoy Road
Dalmeny Estate
Dalmeny Road
Dalmeny Street
Dalry Road
Dalrymple Crescent
Damselfly Road
Damselfly View
Dania Court
Danube Street
Darnaway Street
Darnell Road
Darnley Terrace
Davidson Gardens
Davidson Park
Davidson Road
Davies Row
Daybell Loan
Dean Bridge
Dean Park Crescent
Dean Park Mews
Dean Path
Dean Street
Dean Terrace
Deanery Close
Deanhaugh Street
Deanpark Avenue
Deanpark Bank
Deanpark Brae
Deanpark Court
Deanpark Crescent
Deanpark Gardens
Deanpark Grove
Deanpark Place
Deanpark Square
Dechmont Road
Dell Road
Denham Green Avenue
Denham Green Place
Denham Green Terrace
Derby Street
Devon Gardens
Devon Place
Dewar Place Lane
Dick Place
Dick Place Only 38
Dimma Park
Dinmont Drive
Dochart Drive
Dock Street
Dolphin Avenue
Dolphin Gardens East
Dolphin Gardens West
Dolphin Road
Donaldson Crescent
Dorset Place
Double Hedges Park
Double Hedges Road
Douglas Crescent
Douglas Gardens
Douglas Gardens Mews
Douglas Terrace
Doune Terrace
Dovecot Grove
Dovecot Loan
Dovecot Park
Dovecot Road
Dowies Mill Lane
Downie Grove
Downie Terrace
Dreghorn Cottages
Dreghorn Drive
Dreghorn Gardens
Dreghorn Grove
Dreghorn Link
Dreghorn Loan
Dreghorn Park
Dreghorn Place
Drum Avenue
Drum Brae Avenue
Drum Brae Crescent
Drum Brae Drive
Drum Brae Gardens
Drum Brae Grove
Drum Brae Neuk
Drum Brae North Even Numbers
Drum Brae North Odd Numbers
Drum Brae Park
Drum Brae Park Approach
Drum Brae Place
Drum Brae South Even Numbers
Drum Brae South Odd Numbers
Drum Brae Terrace
Drum Brae Walk
Drum Cottages
Drum Crescent
Drum Place
Drum Street
Drum Woods
Drummond Place
Drumsheugh Gardens
Drumsheugh Place
Dryden Gait
Dryden Gardens
Dryden Place
Dryden Street
Dryden Terrace
Drylaw Avenue
Drylaw Crescent
Drylaw Gardens
Drylaw Green
Drylaw Grove
Drylaw House Gardens
Drylaw House Paddock
Duart Crescent
Dublin Meuse
Dublin Street
Dublin Street Lane North
Dublin Street Lane South
Duddingston Avenue
Duddingston Crescent
Duddingston Gardens North
Duddingston Gardens South
Duddingston Grove East
Duddingston Grove West
Duddingston Loan
Duddingston Mains Cottages
Duddingston Mills
Duddingston Park
Duddingston Park South
Duddingston Park South 55 - 201 Odd & 46 - 216 Even
Duddingston Park South 9 - 33 Odd & 2 - 44 Even
Duddingston Rise
Duddingston Road
Duddingston Road West
Duddingston Road West 131, 124 - 148 Even
Duddingston Road West 29 - 41 & 24 -92
Duddingston Row
Duddingston Square East
Duddingston Square West
Duddingston View
Dudgeon Place
Dudley Avenue
Dudley Avenue South
Dudley Bank
Dudley Crescent
Dudley Gardens
Dudley Grove
Dudley Terrace
Duke's Walk
Dumbeg Park
Dumbryden Drive
Dumbryden Gardens
Duncan Street
Duncombe Road
Dundas Avenue
Dundas Estate
Dundas Home Farm
Dundas Place
Dundas Street
Dundee Terrace
Dundonald Street
Dundrennan Cottages
Dunedin Street
Dunipace Road
Dunkeld Street
Dunkirk Road
Dunlaw Wynd
Dunnet Grove
Dunnikier Lane
Dunnikier Way
Dunollie Court
Dunrobin Place
Dunsmuir Court
Duntreath Crescent
Duntreath Place
Duntreath Road
Duntreath Terrace
Dunvegan Court
Durar Drive
Durham Avenue
Durham Drive
Durham Gardens North
Durham Gardens South
Durham Grove
Durham Place East
Durham Road
Durham Road South
Durham Square
Durham Terrace
Durie Loan
Durward Grove
Earl Grey Street
Earl Haig Gardens
East Adam Street
East Barnton Avenue
East Barnton Gardens
East Briggers Brae
East Brighton Crescent
East Broughton Place
East Caiystane Place
East Caiystane Road
East Camus Place
East Castle Road
East Champanyie
East Clapperfield
East Claremont Street
East Comiston
East Craigs Rigg
East Craigs Wynd
East Croft
East Farm Of Gilmerton
East Fettes Avenue
East Hannahfield
East Hermiston
East Hermitage Place
East Kilngate Place
East Kilngate Rigg
East Kilngate Wynd
East Lillypot
East London Street
East Mayfield
East Newington Place
East Parkside
East Pilton Farm Crescent
East Pilton Farm Wynd
East Restalrig Terrace
East Rigg Farm
East Savile Road
East Suffolk Park
East Suffolk Road
East Terrace
East Trinity Road
East Werberside
East Werberside Place
Easter Belmont Road
Easter Currie Court
Easter Currie Crescent
Easter Currie Place
Easter Currie Terrace
Easter Dalmeny
Easter Dalmeny Cottages
Easter Drylaw Avenue
Easter Drylaw Bank
Easter Drylaw Drive
Easter Drylaw Gardens
Easter Drylaw Grove
Easter Drylaw Loan
Easter Drylaw Place
Easter Drylaw View
Easter Drylaw Way
Easter Hermitage
Easter Park Drive
Easter Road
Easter Road Only 25, 77, 12 & 170
Easter Road Only 268
Easter Steil
Easter Warriston
Eastfield
Eastfield Gardens
Eastfield Place
Eastfield Road
Echline
Echline Drive
Echline Gardens
Echline Green
Echline Grove
Echline Park
Echline Place
Echline Terrace
Echline View
Eden Lane
Eden Terrace
Edgelaw Rigg
Edinburgh Road
Edwards Wynd
Egan Terrace
Eglinton Crescent
Egypt Mews
Eildon Street
Eildon Terrace
Eilston Drive
Eilston Loan
Eilston Road
Eilston Terrace
Elbe Street
Elcho Terrace
Electra Place
Elgin Street
Eliza Wigham Bow
Eliza Wigham Place
Ellangowan Terrace
Ellen's Glen Loan
Ellen's Glen Road
Ellersly Road
Elliot Gardens
Elliot Park
Elliot Place
Elliot Road
Ellis Drive
Ellis Street
Elm Place
Elmwood Terrace
Eltringham Gardens
Eltringham Grove
Eltringham Terrace
Erica Row
Erica Walk
Erroll Drive
Esdaile Bank
Esdaile Park
Esplanade Terrace
Essendean Place
Essex Brae
Essex Park
Essex Road
Esslemont Road
Ethel Terrace
Eton Terrace
Ettrick Grove
Ettrick Loan
Ettrick Road
Ettrickdale Place
Eva Place
Ewerland
Eyre Crescent
Eyre Place
Eyre Place Lane
Eyre Terrace
Fair-A-Far
Fair-A-Far Shot
Fairbairn Street
Fairbrae
Fairfield Gardens
Fairford Gardens
Fairholm Mews
Fairley Crescent
Fairley Wynd
Fairmile Avenue
Fala Place
Falkland Gardens
Farquhar Terrace
Farrer Grove
Farrer Terrace
Fauldburn
